Begin Header
Date,01/03/2002 2:39:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,763
StartValue,300
EndValue,750
Steps,0,5
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,1000
CoolerFilter,False
CoolerTemp,295,7
End Header
nm,Value
300,0.01414
300.5,0.0322
301.1,0.0197
301.7,0.01864
302.3,0.01841
302.8,0.02419
303.4,0.02077
304,0.02327
304.6,0.02739
305.1,0.02668
305.7,0.02761
306.3,0.02857
306.9,0.03123
307.5,0.03233
308,0.03197
308.6,0.03406
309.2,0.03811
309.8,0.0372
310.3,0.03812
310.9,0.04591
311.5,0.03973
312.1,0.04328
312.6,0.04355
313.2,0.04568
313.8,0.04794
314.4,0.049
315,0.04513
315.6,0.04983
316.2,0.05289
316.7,0.05202
317.3,0.05511
317.9,0.04661
318.5,0.05144
319.1,0.05421
319.7,0.05291
320.3,0.05554
320.8,0.05552
321.4,0.05876
322,0.05825
322.6,0.05929
323.2,0.06622
323.8,0.06577
324.4,0.06646
324.9,0.06413
325.5,0.06586
326.1,0.0659
326.7,0.06684
327.3,0.0667
327.9,0.06841
328.5,0.06504
329,0.06761
329.6,0.07221
330.2,0.06752
330.8,0.0706
331.4,0.07167
332,0.0713
332.6,0.07305
333.1,0.07701
333.7,0.07579
334.3,0.07407
334.9,0.07162
335.5,0.0731
336.1,0.06783
336.7,0.06821
337.3,0.07057
337.8,0.07271
338.4,0.07529
339,0.07349
339.6,0.07337
340.2,0.0708
340.8,0.07337
341.4,0.07527
341.9,0.06937
342.5,0.07031
343.1,0.07199
343.7,0.07506
344.3,0.06918
344.9,0.07299
345.5,0.07115
346,0.0661
346.6,0.07507
347.2,0.06991
347.8,0.07062
348.4,0.0713
349,0.07047
349.6,0.0744
350.1,0.06776
350.7,0.06916
351.3,0.07413
351.9,0.06625
352.5,0.07294
353.1,0.07321
353.7,0.06791
354.2,0.06689
354.8,0.07011
355.4,0.06743
356,0.06711
356.6,0.06631
357.2,0.06719
357.8,0.06493
358.4,0.06503
358.9,0.07378
359.5,0.06966
360.1,0.06655
360.7,0.06825
361.3,0.06357
361.9,0.06361
362.5,0.0624
363,0.06548
363.6,0.06582
364.2,0.06625
364.8,0.06865
365.4,0.06663
366,0.06706
366.6,0.06865
367.2,0.07223
367.7,0.07412
368.3,0.07675
368.9,0.06765
369.5,0.06208
370.1,0.06165
370.7,0.06294
371.3,0.06428
371.9,0.06221
372.4,0.06251
373,0.06097
373.6,0.06492
374.2,0.05829
374.8,0.05683
375.4,0.05645
376,0.05928
376.6,0.05995
377.2,0.05929
377.7,0.05846
378.3,0.05526
378.9,0.06086
379.5,0.06808
380.1,0.07015
380.7,0.05848
381.3,0.05857
381.9,0.05795
382.5,0.05316
383,0.05167
383.6,0.05286
384.2,0.05592
384.8,0.05639
385.4,0.05829
386,0.07485
386.6,0.0777
387.2,0.06839
387.8,0.05268
388.3,0.05625
388.9,0.05575
389.5,0.05243
390.1,0.0537
390.7,0.04814
391.3,0.04851
391.9,0.04695
392.5,0.04861
393,0.04535
393.6,0.04803
394.2,0.04918
394.8,0.04871
395.4,0.0486
396,0.05906
396.6,0.05944
397.2,0.04944
397.8,0.05314
398.3,0.05485
398.9,0.06417
399.5,0.06509
400.1,0.06008
400.7,0.05675
401.3,0.04974
401.9,0.05157
402.5,0.053
403.1,0.0533
403.6,0.04996
404.2,0.04971
404.8,0.05048
405.4,0.05277
406,0.06756
406.6,0.09093
407.2,0.08728
407.8,0.06744
408.3,0.06425
408.9,0.05394
409.5,0.04882
410.1,0.04835
410.7,0.04675
411.3,0.04415
411.9,0.04147
412.5,0.04113
413,0.04525
413.6,0.04142
414.2,0.04248
414.8,0.04366
415.4,0.04907
416,0.05558
416.6,0.05673
417.2,0.06956
417.8,0.09381
418.3,0.05929
418.9,0.04857
419.5,0.05305
420.1,0.0791
420.7,0.08636
421.3,0.06417
421.9,0.05483
422.5,0.05054
423,0.04392
423.6,0.04003
424.2,0.03826
424.8,0.03807
425.4,0.03738
426,0.03509
426.6,0.03507
427.2,0.03498
427.7,0.0354
428.3,0.03518
428.9,0.03859
429.5,0.1063
430.1,0.05831
430.7,0.04098
431.3,0.03459
431.9,0.03385
432.5,0.03448
433,0.03672
433.6,0.04949
434.2,0.05372
434.8,0.03175
435.4,0.03217
436,0.03212
436.6,0.03364
437.2,0.03218
437.8,0.03385
438.3,0.0354
438.9,0.03605
439.5,0.03562
440.1,0.03675
440.7,0.03822
441.3,0.05909
441.9,0.05337
442.5,0.04355
443.1,0.03743
443.7,0.03608
444.3,0.04493
444.8,0.05654
445.4,0.05587
446,0.05546
446.6,0.04796
447.2,0.03924
447.8,0.0394
448.4,0.04834
449,0.0551
449.6,0.05842
450.2,0.05784
