Begin Header
Date,01/03/2002 2:58:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,340
StartValue,350
EndValue,550
Steps,0,5
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,20
CoolerFilter,False
CoolerTemp,296
End Header
nm,Value
350.1,0.1139
350.7,0.01998
351.3,0.2975
351.9,0.3256
352.5,0.1154
353.1,0.08361
353.7,0.04278
354.2,-0.09277
354.8,0.168
355.4,-0.1356
356,-0.04827
356.6,-0.0931
357.2,-0.005294
357.8,0.04173
358.4,-0.001526
358.9,0.1657
359.5,0.2175
360.1,0.04068
360.7,-0.005771
361.3,-0.03563
361.9,-0.003339
362.5,0.03725
363,0.03472
363.6,-0.04288
364.2,0.03706
364.8,-0.002957
365.4,-0.02089
366,-0.07688
366.6,-0.01164
367.2,0.04273
367.7,0.09444
368.3,-0.001431
368.9,0.004579
369.5,-0.06539
370.1,0.03186
370.7,-0.03591
371.3,-0.05251
371.9,-0.01836
372.4,0.02866
373,0.008823
373.6,-0.02261
374.2,-0.0176
374.8,0.08866
375.4,0.07588
376,0.06029
376.6,-0.001192
377.2,0.0392
377.7,0.02862
378.3,0.02075
378.9,0.008776
379.5,0.01402
380.1,0.007154
380.7,-0.004913
381.3,0.07541
381.9,0.02194
382.5,-0.0735
383,-0.03787
383.6,-0.01646
384.2,0.02299
384.8,-0.0258
385.4,0.02018
386,0.02151
386.6,-0.03377
387.2,-0.02657
387.8,-0.02471
388.3,-0.01564
388.9,0.0005246
389.5,0.004531
390.1,-0.0006677
390.7,-0.006868
391.3,-0.07374
391.9,-0.0631
392.5,-0.01898
393,-0.03224
393.6,-0.03773
394.2,-0.0008585
394.8,0.07016
395.4,0.008394
396,-0.0006677
396.6,0.007583
397.2,-0.009825
397.8,-0.01002
398.3,-0.01669
398.9,-0.008967
399.5,-0.0005246
400.1,-0.0006677
400.7,-0.002051
401.3,-0.02561
401.9,0.0239
402.5,-0.01436
403.1,0.01383
403.6,-0.0005246
404.2,-0.00496
404.8,0.04331
405.4,0.04331
406,0.02194
406.6,-0.0004769
407.2,-0.001192
407.8,-0.009062
408.3,0.01555
408.9,-0.04674
409.5,0.01083
410.1,0.01402
410.7,-0.01536
411.3,0.04245
411.9,0.005962
412.5,-0.0005723
413,-0.01493
413.6,-0.0005246
414.2,-0.001192
414.8,0.01636
415.4,0.0538
416,0.03382
416.6,0.01269
417.2,0.03324
417.8,-0.0003816
418.3,-0.002862
418.9,0.002194
419.5,0.01064
420.1,-0.007679
420.7,-0.01555
421.3,-0.02866
421.9,-0.03205
422.5,0.004197
423,0.005389
423.6,0.02824
424.2,0.04002
424.8,-0.007393
425.4,-0.0351
426,-0.01975
426.6,-0.01593
427.2,-0.008251
427.7,-0.006248
428.3,0.005533
428.9,0.01979
429.5,0.06625
430.1,-0.05451
430.7,-0.04002
431.3,-0.01436
431.9,-0.02337
432.5,-0.01264
433,-0.02246
433.6,-0.02876
434.2,-0.04541
434.8,0.01231
435.4,0.02456
436,-0.0004293
436.6,-0.005056
437.2,0.01593
437.8,-0.01278
438.3,0.03677
438.9,0.02704
439.5,-0.001335
440.1,-0.01512
440.7,-0.01426
441.3,-0.001383
441.9,0.01903
442.5,0.02428
443.1,-0.01049
443.7,-0.0005723
444.3,-0.001622
444.8,-0.02723
445.4,-0.03482
446,-0.01903
446.6,0.03744
447.2,0.03773
447.8,-0.0003816
448.4,-0.001622
449,-0.001669
449.6,-0.02018
450.2,-0.001669
450.8,-0.002909
451.3,0
451.9,0.03305
452.5,0.03916
453.1,0.01836
453.7,0.00601
454.3,-0.0003816
454.9,0.00992
455.5,0.029
456.1,0.03014
456.7,-0.001479
457.2,-0.0124
457.8,-0.02065
458.4,-0.001526
459,0.03949
459.6,0.01059
460.2,-0.01335
460.8,-0.01397
461.4,-0.01197
462,-0.01116
462.6,-0.03839
463.2,-0.001479
463.7,-0.01078
464.3,-0.01412
464.9,-0.0004769
465.5,-0.007059
466.1,0.01269
466.7,0.02237
467.3,0.008394
467.9,-0.00062
468.5,0.02428
469.1,0.01221
469.7,0.02504
470.2,0.0124
470.8,0.003672
471.4,0.02094
472,0.0135
472.6,0.01173
473.2,0.01197
473.8,0.02561
474.4,-0.04512
475,-0.02399
475.6,-0.0007154
476.2,0.03749
476.7,-0.0008108
477.3,0.03739
477.9,0.03444
478.5,0.03482
479.1,-0.007202
479.7,0.01235
480.3,0.02928
480.9,0.03253
481.5,0.008251
482.1,-0.01998
482.7,-0.007679
483.2,-0.02776
483.8,0.004913
484.4,0.02533
485,0.02175
485.6,0.01092
486.2,-0.01364
486.8,-0.007822
487.4,0.01278
488,0.06396
488.6,0.01231
489.1,0.01555
489.7,0.002289
490.3,0.003816
490.9,0.004197
