Begin Header
Date,01/03/2002 3:04:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,677
StartValue,350
EndValue,750
Steps,0,5
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,300
CoolerFilter,False
CoolerTemp,296,1
End Header
nm,Value
350.1,0.03542
350.7,0.03977
351.3,0.0422
351.9,0.03169
352.5,0.03235
353.1,0.0309
353.7,0.03871
354.2,0.0314
354.8,0.0293
355.4,0.03091
356,0.03727
356.6,0.04083
357.2,0.03955
357.8,0.04088
358.4,0.03915
358.9,0.04343
359.5,0.02888
360.1,0.02918
360.7,0.02158
361.3,0.02196
361.9,0.0235
362.5,0.03163
363,0.0333
363.6,0.03021
364.2,0.02898
364.8,0.03135
365.4,0.03371
366,0.02509
366.6,0.02215
367.2,0.02391
367.7,0.02791
368.3,0.02694
368.9,0.01641
369.5,0.01136
370.1,0.01713
370.7,0.01611
371.3,0.02654
371.9,0.03044
372.4,0.02876
373,0.02199
373.6,0.02248
374.2,0.02704
374.8,0.01466
375.4,0.02835
376,0.02829
376.6,0.0265
377.2,0.03127
377.7,0.02153
378.3,0.01688
378.9,0.02171
379.5,0.02856
380.1,0.0231
380.7,0.022
381.3,0.02134
381.9,0.02171
382.5,0.02334
383,0.02459
383.6,0.02371
384.2,0.01658
384.8,0.0187
385.4,0.02229
386,0.02571
386.6,0.02803
387.2,0.02624
387.8,0.02433
388.3,0.02209
388.9,0.02452
389.5,0.02219
390.1,0.02189
390.7,0.02146
391.3,0.02164
391.9,0.02033
392.5,0.01544
393,0.01939
393.6,0.01446
394.2,0.01497
394.8,0.01776
395.4,0.01914
396,0.03487
396.6,0.03446
397.2,0.03821
397.8,0.01666
398.3,0.01611
398.9,0.01362
399.5,0.01365
400.1,0.01976
400.7,0.01887
401.3,0.01949
401.9,0.01978
402.5,0.02163
403.1,0.01788
403.6,0.02055
404.2,0.01564
404.8,0.01614
405.4,0.01791
406,0.0173
406.6,0.01833
407.2,0.01809
407.8,0.01913
408.3,0.01843
408.9,0.01881
409.5,0.03577
410.1,0.06855
410.7,0.03339
411.3,0.01652
411.9,0.01481
412.5,0.0155
413,0.01619
413.6,0.01257
414.2,0.0117
414.8,0.01206
415.4,0.01368
416,0.01342
416.6,0.01494
417.2,0.01633
417.8,0.01722
418.3,0.01636
418.9,0.01565
419.5,0.01542
420.1,0.01776
420.7,0.01787
421.3,0.01816
421.9,0.01505
422.5,0.01469
423,0.01346
423.6,0.01185
424.2,0.01119
424.8,0.01291
425.4,0.01196
426,0.01206
426.6,0.01267
427.2,0.0127
427.7,0.01347
428.3,0.013
428.9,0.01237
429.5,0.01509
430.1,0.013
430.7,0.01301
431.3,0.01212
431.9,0.01327
432.5,0.01207
433,0.01497
433.6,0.1908
434.2,0.2321
434.8,0.02509
435.4,0.01223
436,0.01117
436.6,0.01038
437.2,0.01237
437.8,0.009959
438.3,0.01192
438.9,0.01519
439.5,0.01421
440.1,0.01308
440.7,0.01508
441.3,0.01991
441.9,0.01618
442.5,0.01156
443.1,0.01309
443.7,0.01083
444.3,0.009666
444.8,0.009924
445.4,0.01531
446,0.01544
446.6,0.01858
447.2,0.01253
447.8,0.01388
448.4,0.01651
449,0.01556
449.6,0.01611
450.2,0.01652
450.8,0.01552
451.3,0.01428
451.9,0.009065
452.5,0.0129
453.1,0.01408
453.7,0.01394
454.3,0.01246
454.9,0.0123
455.5,0.01327
456.1,0.01212
456.7,0.01255
457.2,0.01388
457.8,0.01512
458.4,0.01357
459,0.01119
459.6,0.00944
460.2,0.009708
460.8,0.008328
461.4,0.009625
462,0.009832
462.6,0.01166
463.2,0.01698
463.7,0.01512
464.3,0.008375
464.9,0.009825
465.5,0.01115
466.1,0.01369
466.7,0.01131
467.3,0.01093
467.9,0.01027
468.5,0.01243
469.1,0.0101
469.7,0.009307
470.2,0.007984
470.8,0.0089
471.4,0.006277
472,0.00683
472.6,0.007234
473.2,0.007644
473.8,0.00773
474.4,0.005469
475,0.006169
475.6,0.00717
476.2,0.009132
476.7,0.008855
477.3,0.007844
477.9,0.008089
478.5,0.009011
479.1,0.008185
479.7,0.008302
480.3,0.008706
480.9,0.007743
481.5,0.009215
482.1,0.009456
482.7,0.01088
483.2,0.01135
483.8,0.01284
484.4,0.01496
485,0.02229
485.6,0.3981
486.2,1.252
486.8,0.4278
487.4,0.02341
488,0.01699
488.6,0.01144
489.1,0.009733
489.7,0.01003
490.3,0.006998
490.9,0.005068
491.5,0.009994
492.1,0.01242
492.7,0.01343
493.3,0.01396
493.9,0.01219
494.5,0.01139
495.1,0.009078
495.6,0.00683
496.2,0.008312
496.8,0.007081
497.4,0.008941
498,0.009186
498.6,0.00746
499.2,0.003946
499.8,0.004636
500.4,0.00456
