Begin Header
Date,01/03/2002 2:23:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,424
StartValue,350
EndValue,600
Steps,0,5
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,100
CoolerFilter,False
CoolerTemp,295,3
End Header
nm,Value
499.2,0.001145
499.8,1.908E-05
500.4,0.002795
501,0.005132
501.6,0.007383
502.1,0.002738
502.7,9.539E-05
503.3,0.01214
503.9,0.007822
504.5,-0.001727
505.1,0.001202
505.7,0.003816
506.3,0.01087
506.9,0.007088
507.5,-0.003301
508.1,0.0008299
508.6,-0.008986
509.2,-0.01135
509.8,0.002242
510.4,0.01271
511,0.007793
511.6,0.001975
512.2,0.002747
512.8,0.007526
513.4,0.002251
514,0.00456
514.6,0.004617
515.1,0.01358
515.7,0.01647
516.3,0.01532
516.9,0.008194
517.5,0.00538
518.1,-0.000725
518.7,0.0006296
519.3,0.004264
519.9,0.005704
520.5,-0.00125
521.1,0.003262
521.6,0.006258
522.2,0.007946
522.8,0.007183
523.4,0.009682
524,0.006601
524.6,0.004588
525.2,0.005886
525.8,0.004216
526.4,0.006324
527,0.009301
527.5,0.01616
528.1,0.009921
528.7,0.01481
529.3,0.002461
529.9,0.004245
530.5,0.008175
531.1,0.01407
531.7,0.02003
532.3,0.01253
532.9,0.01168
533.5,0.008824
534,0.006057
534.6,0.008127
535.2,0.009014
535.8,0.01111
536.4,0.009167
537,0.008518
537.6,0.007937
538.2,0.007946
538.8,0.006115
539.4,0.0117
540,0.02099
540.5,0.0233
541.1,0.02369
541.7,0.012
542.3,0.02344
542.9,0.0213
543.5,0.0225
544.1,0.03812
544.7,0.08594
545.3,0.9794
545.9,10
546.5,10
547,0.5861
547.6,0.09689
548.2,0.05512
548.8,0.04585
549.4,0.03539
550,0.03081
550.6,0.03399
551.2,0.02682
551.8,0.002576
552.4,0.01088
553,0.005828
553.6,0.003711
554.2,0.001622
554.8,0.003415
555.4,0.02092
555.9,0.01597
556.5,0.01312
557.1,0.009367
557.7,0.004789
558.3,0.007631
558.9,0.009739
559.5,0.01017
560.1,0.002957
560.7,0.002976
561.3,0.002108
561.9,0.002709
562.5,0.009892
563.1,0.01446
563.7,0.01644
564.3,0.01171
564.8,0.01174
565.4,0.009711
566,0.01377
566.6,0.01562
567.2,-0.004235
567.8,0.01092
568.4,0.009291
569,0.01182
569.6,0.01221
570.2,0.01061
570.8,0.008747
571.4,0.008127
572,0.005809
572.6,0.002738
573.2,0.007841
573.7,0.009892
574.3,0.01049
574.9,0.005895
575.5,0.009339
576.1,0.08289
576.7,2.079
577.3,2.05
577.9,0.1725
578.5,0.7519
579.1,1.938
579.7,0.8339
580.3,0.03546
580.9,0.02014
581.5,0.008423
582.1,-0.000124
582.6,0.007049
583.2,-0.00393
583.8,0.01031
584.4,0.004321
585,0.00311
585.6,0.002919
586.2,0.008356
586.8,0.01438
587.4,0.009577
588,0.0062
588.6,0.006429
589.2,0.01284
589.8,0.01047
590.4,0.01332
590.9,-0.002356
591.5,0.001469
592.1,-0.002976
592.7,-0.007917
593.3,-0.001049
593.9,0.01151
594.5,0.01198
595.1,0.009358
595.7,0.01969
596.3,0.01417
596.9,0.01492
597.5,0.001316
598.1,0.001708
598.7,0.007049
599.3,0.005609
599.8,0.003949
