Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,15	4,2	6,0	5,0
0,04	0,15	4,2	6,0	5,0
0,07	0,15	4,2	6,0	5,0
0,09	0,15	4,2	6,0	5,0
0,12	0,14	4,2	6,0	5,0
0,14	0,13	4,2	6,0	5,0
0,17	0,13	4,2	6,0	5,0
0,19	0,12	4,2	6,0	5,0
0,21	0,12	4,2	6,0	5,0
0,24	0,13	4,2	6,0	5,0
0,26	0,12	4,2	6,0	5,0
0,29	0,11	4,2	6,0	5,0
0,31	0,11	4,2	6,0	5,0
0,34	0,12	4,2	6,0	5,0
0,36	0,12	4,2	6,0	5,0
0,39	0,12	4,2	6,0	5,0
0,41	0,12	4,2	6,0	5,0
0,43	0,12	4,2	6,0	5,0
0,46	0,12	4,2	6,0	5,0
0,48	0,14	4,2	6,0	5,0
0,51	0,14	4,2	6,0	5,0
0,53	0,14	4,2	6,0	5,0
0,56	0,14	4,2	6,0	5,0
0,58	0,14	4,2	6,0	5,0
0,61	0,15	4,2	6,0	5,0
0,63	0,15	4,2	6,0	5,0
0,65	0,16	4,2	6,0	5,0
0,68	0,17	4,2	6,0	5,0
0,70	0,17	4,2	6,0	5,0
0,73	0,17	4,2	6,0	5,0
0,75	0,18	4,2	6,0	5,0
0,78	0,19	4,2	6,0	5,0
0,80	0,19	4,2	6,0	5,0
0,83	0,20	4,2	6,0	5,0
0,85	0,19	4,2	6,0	5,0
0,87	0,20	4,2	6,0	5,0
0,90	0,20	4,2	6,0	5,0
0,92	0,21	4,2	6,0	5,0
0,95	0,21	4,2	6,0	5,0
0,97	0,21	4,2	6,0	5,0
1,00	0,22	4,2	6,0	5,0
1,02	0,22	4,2	6,0	5,0
1,05	0,22	4,2	6,0	5,0
1,07	0,23	4,2	6,0	5,0
1,09	0,23	4,2	6,0	5,0
1,12	0,23	4,2	6,0	5,0
1,14	0,23	4,2	6,0	5,0
1,17	0,24	4,2	6,0	5,0
1,19	0,25	4,2	6,0	5,0
1,22	0,26	4,2	6,0	5,0
1,24	0,26	4,2	6,0	5,0
1,26	0,26	4,2	6,0	5,0
1,29	0,26	4,2	6,0	5,0
1,31	0,26	4,2	6,0	5,0
1,34	0,28	4,2	6,0	5,0
1,36	0,28	4,2	6,0	5,0
1,39	0,28	4,2	6,0	5,0
1,41	0,29	4,2	6,0	5,0
1,44	0,29	4,2	6,0	5,0
1,46	0,30	4,2	6,0	5,0
1,48	0,30	4,2	6,0	5,0
1,51	0,31	4,2	6,0	5,0
1,53	0,31	4,2	6,0	5,0
1,56	0,31	4,2	6,0	5,0
1,58	0,32	4,2	6,0	5,0
1,61	0,33	4,2	6,0	5,0
1,63	0,33	4,2	6,0	5,0
1,66	0,34	4,2	6,0	5,0
1,68	0,34	4,2	6,0	5,0
1,70	0,34	4,2	6,0	5,0
1,73	0,34	4,2	6,0	5,0
1,75	0,34	4,2	6,0	5,0
1,78	0,35	4,2	6,0	5,0
1,80	0,35	4,2	6,0	5,0
1,83	0,35	4,2	6,0	5,0
1,85	0,35	4,2	6,0	5,0
1,88	0,36	4,2	6,0	5,0
1,90	0,37	4,2	6,0	5,0
1,92	0,38	4,2	6,0	5,0
1,95	0,39	4,2	6,0	5,0
1,97	0,39	4,2	6,0	5,0
2,00	0,39	4,2	6,0	5,0
2,02	0,40	4,2	6,0	5,0
2,05	0,41	4,2	6,0	5,0
2,07	0,41	4,2	6,0	5,0
2,10	0,41	4,2	6,0	5,0
2,12	0,40	4,2	6,0	5,0
2,14	0,41	4,2	6,0	5,0
2,17	0,40	4,2	6,0	5,0
2,19	0,41	4,2	6,0	5,0
2,22	0,41	4,2	6,0	5,0
2,24	0,41	4,2	6,0	5,0
2,27	0,41	4,2	6,0	5,0
2,29	0,42	4,2	6,0	5,0
2,31	0,42	4,2	6,0	5,0
2,34	0,44	4,2	6,0	5,0
2,36	0,43	4,2	6,0	5,0
2,39	0,44	4,2	6,0	5,0
2,41	0,44	4,2	6,0	5,0
2,44	0,45	4,2	6,0	5,0
2,46	0,46	4,2	6,0	5,0
2,49	0,46	4,2	6,0	5,0
2,51	0,46	4,2	6,0	5,0
2,53	0,46	4,2	6,0	5,0
2,56	0,46	4,2	6,0	5,0
2,58	0,45	4,2	6,0	5,0
2,61	0,46	4,2	6,0	5,0
2,63	0,47	4,2	6,0	5,0
2,66	0,47	4,2	6,0	5,0
2,68	0,47	4,2	6,0	5,0
2,71	0,47	4,2	6,0	5,0
2,73	0,48	4,2	6,0	5,0
2,75	0,49	4,2	6,0	5,0
2,78	0,49	4,2	6,0	5,0
2,80	0,50	4,2	6,0	5,0
2,83	0,50	4,2	6,0	5,0
2,85	0,50	4,2	6,0	5,0
2,88	0,50	4,2	6,0	5,0
2,90	0,51	4,2	6,0	5,0
2,93	0,52	4,2	6,0	5,0
2,95	0,51	4,2	6,0	5,0
2,97	0,52	4,2	6,0	5,0
3,00	0,52	4,2	6,0	5,0
3,02	0,52	4,2	6,0	5,0
3,05	0,52	4,2	6,0	5,0
3,07	0,53	4,2	6,0	5,0
3,10	0,54	4,2	6,0	5,0
3,12	0,53	4,2	6,0	5,0
3,15	0,53	4,2	6,0	5,0
3,17	0,54	4,2	6,0	5,0
3,19	0,55	4,2	6,0	5,0
3,22	0,55	4,2	6,0	5,0
3,24	0,55	4,2	6,0	5,0
3,27	0,55	4,2	6,0	5,0
3,29	0,55	4,2	6,0	5,0
3,32	0,55	4,2	6,0	5,0
3,34	0,56	4,2	6,0	5,0
3,36	0,57	4,2	6,0	5,0
3,39	0,56	4,2	6,0	5,0
3,41	0,56	4,2	6,0	5,0
3,44	0,56	4,2	6,0	5,0
3,46	0,56	4,2	6,0	5,0
3,49	0,57	4,2	6,0	5,0
3,51	0,58	4,2	6,0	5,0
3,54	0,58	4,2	6,0	5,0
3,56	0,58	4,2	6,0	5,0
3,58	0,58	4,2	6,0	5,0
3,61	0,59	4,2	6,0	5,0
3,63	0,60	4,2	6,0	5,0
3,66	0,60	4,2	6,0	5,0
3,68	0,60	4,2	6,0	5,0
3,71	0,60	4,2	6,0	5,0
3,73	0,60	4,2	6,0	5,0
3,76	0,60	4,2	6,0	5,0
3,78	0,61	4,2	6,0	5,0
3,80	0,61	4,2	6,0	5,0
3,83	0,61	4,2	6,0	5,0
3,85	0,61	4,2	6,0	5,0
3,88	0,60	4,2	6,0	5,0
3,90	0,60	4,2	6,0	5,0
3,93	0,61	4,2	6,0	5,0
3,95	0,62	4,2	6,0	5,0
3,98	0,61	4,2	6,0	5,0
4,00	0,61	4,2	6,0	5,0
4,02	0,63	4,2	6,0	5,0
4,05	0,63	4,2	6,0	5,0
4,07	0,64	4,2	6,0	5,0
4,10	0,64	4,2	6,0	5,0
4,12	0,64	4,2	6,0	5,0
4,15	0,63	4,2	6,0	5,0
4,17	0,64	4,2	6,0	5,0
4,20	0,65	4,2	6,0	5,0
4,22	0,65	4,2	6,0	5,0
4,24	0,65	4,2	6,0	5,0
4,27	0,65	4,2	6,0	5,0
4,29	0,65	4,2	6,0	5,0
4,32	0,65	4,2	6,0	5,0
4,34	0,65	4,2	6,0	5,0
4,37	0,66	4,2	6,0	5,0
4,39	0,66	4,2	6,0	5,0
4,42	0,66	4,2	6,0	5,0
4,44	0,66	4,2	6,0	5,0
4,46	0,67	4,2	6,0	5,0
4,49	0,68	4,2	6,0	5,0
4,51	0,69	4,2	6,0	5,0
4,54	0,68	4,2	6,0	5,0
4,56	0,68	4,2	6,0	5,0
4,59	0,67	4,2	6,0	5,0
4,61	0,68	4,2	6,0	5,0
4,63	0,69	4,2	6,0	5,0
4,66	0,69	4,2	6,0	5,0
4,68	0,69	4,2	6,0	5,0
4,71	0,69	4,2	6,0	5,0
4,73	0,69	4,2	6,0	5,0
4,76	0,70	4,2	6,0	5,0
4,78	0,70	4,2	6,0	5,0
4,81	0,71	4,2	6,0	5,0
4,83	0,71	4,2	6,0	5,0
4,85	0,70	4,2	6,0	5,0
4,88	0,71	4,2	6,0	5,0
4,90	0,72	4,2	6,0	5,0
4,93	0,72	4,2	6,0	5,0
4,95	0,72	4,2	6,0	5,0
4,98	0,71	4,2	6,0	5,0
5,00	0,71	4,2	6,0	5,0
5,03	0,71	4,2	6,0	5,0
5,05	0,71	4,2	6,0	5,0
5,07	0,72	4,2	6,0	5,0
5,10	0,72	4,2	6,0	5,0
5,12	0,72	4,2	6,0	5,0
5,15	0,72	4,2	6,0	5,0
5,17	0,73	4,2	6,0	5,0
5,20	0,74	4,2	6,0	5,0
5,22	0,74	4,2	6,0	5,0
5,25	0,75	4,2	6,0	5,0
5,27	0,75	4,2	6,0	5,0
5,29	0,75	4,2	6,0	5,0
5,32	0,75	4,2	6,0	5,0
5,34	0,76	4,2	6,0	5,0
5,37	0,76	4,2	6,0	5,0
5,39	0,76	4,2	6,0	5,0
5,42	0,75	4,2	6,0	5,0
5,44	0,75	4,2	6,0	5,0
5,47	0,75	4,2	6,0	5,0
5,49	0,76	4,2	6,0	5,0
5,51	0,76	4,2	6,0	5,0
5,54	0,76	4,2	6,0	5,0
5,56	0,76	4,2	6,0	5,0
5,59	0,77	4,2	6,0	5,0
5,61	0,77	4,2	6,0	5,0
5,64	0,78	4,2	6,0	5,0
5,66	0,78	4,2	6,0	5,0
5,68	0,78	4,2	6,0	5,0
5,71	0,78	4,2	6,0	5,0
5,73	0,78	4,2	6,0	5,0
5,76	0,79	4,2	6,0	5,0
5,78	0,79	4,2	6,0	5,0
5,81	0,79	4,2	6,0	5,0
5,83	0,79	4,2	6,0	5,0
5,86	0,78	4,2	6,0	5,0
5,88	0,78	4,2	6,0	5,0
5,90	0,79	4,2	6,0	5,0
5,93	0,80	4,2	6,0	5,0
5,95	0,80	4,2	6,0	5,0
5,98	0,79	4,2	6,0	5,0
6,00	0,80	4,2	6,0	5,0
6,03	0,80	4,2	6,0	5,0
6,05	0,80	4,2	6,0	5,0
6,08	0,80	4,2	6,0	5,0
6,10	0,81	4,2	6,0	5,0
6,12	0,81	4,2	6,0	5,0
6,15	0,80	4,2	6,0	5,0
6,17	0,80	4,2	6,0	5,0
6,20	0,81	4,2	6,0	5,0
6,22	0,81	4,2	6,0	5,0
6,25	0,80	4,2	6,0	5,0
6,27	0,81	4,2	6,0	5,0
6,30	0,81	4,2	6,0	5,0
6,32	0,81	4,2	6,0	5,0
6,34	0,82	4,2	6,0	5,0
6,37	0,83	4,2	6,0	5,0
6,39	0,84	4,2	6,0	5,0
6,42	0,83	4,2	6,0	5,0
6,44	0,83	4,2	6,0	5,0
