Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,18	5,5	6,0	5,2
0,04	0,17	5,5	6,0	5,2
0,07	0,17	5,5	6,0	5,2
0,09	0,16	5,5	6,0	5,2
0,12	0,15	5,5	6,0	5,2
0,14	0,14	5,5	6,0	5,2
0,17	0,14	5,5	6,0	5,2
0,19	0,13	5,5	6,0	5,2
0,21	0,12	5,5	6,0	5,2
0,24	0,12	5,5	6,0	5,2
0,26	0,11	5,5	6,0	5,2
0,29	0,09	5,5	6,0	5,2
0,31	0,09	5,5	6,0	5,2
0,34	0,08	5,5	6,0	5,2
0,36	0,08	5,5	6,0	5,2
0,39	0,08	5,5	6,0	5,2
0,41	0,08	5,5	6,0	5,2
0,43	0,08	5,5	6,0	5,2
0,46	0,08	5,5	6,0	5,2
0,48	0,08	5,5	6,0	5,2
0,51	0,08	5,5	6,0	5,2
0,53	0,08	5,5	6,0	5,2
0,56	0,08	5,5	6,0	5,2
0,58	0,08	5,5	6,0	5,2
0,61	0,08	5,5	6,0	5,2
0,63	0,08	5,5	6,0	5,2
0,65	0,09	5,5	6,0	5,2
0,68	0,08	5,5	6,0	5,2
0,70	0,08	5,5	6,0	5,2
0,73	0,08	5,5	6,0	5,2
0,75	0,09	5,5	6,0	5,2
0,78	0,09	5,5	6,0	5,2
0,80	0,09	5,5	6,0	5,2
0,83	0,09	5,5	6,0	5,2
0,85	0,09	5,5	6,0	5,2
0,87	0,09	5,5	6,0	5,2
0,90	0,09	5,5	6,0	5,2
0,92	0,09	5,5	6,0	5,2
0,95	0,09	5,5	6,0	5,2
0,97	0,09	5,5	6,0	5,2
1,00	0,09	5,5	6,0	5,2
1,02	0,09	5,5	6,0	5,2
1,05	0,09	5,5	6,0	5,2
1,07	0,09	5,5	6,0	5,2
1,09	0,10	5,5	6,0	5,2
1,12	0,09	5,5	6,0	5,2
1,14	0,09	5,5	6,0	5,2
1,17	0,09	5,5	6,0	5,2
1,19	0,09	5,5	6,0	5,2
1,22	0,09	5,5	6,0	5,2
1,24	0,09	5,5	6,0	5,2
1,26	0,09	5,5	6,0	5,2
1,29	0,09	5,5	6,0	5,2
1,31	0,09	5,5	6,0	5,2
1,34	0,09	5,5	6,0	5,2
1,36	0,09	5,5	6,0	5,2
1,39	0,08	5,5	6,0	5,2
1,41	0,08	5,5	6,0	5,2
1,44	0,08	5,5	6,0	5,2
1,46	0,09	5,5	6,0	5,2
1,48	0,09	5,5	6,0	5,2
1,51	0,10	5,5	6,0	5,2
1,53	0,10	5,5	6,0	5,2
1,56	0,10	5,5	6,0	5,2
1,58	0,10	5,5	6,0	5,2
1,61	0,10	5,5	6,0	5,2
1,63	0,10	5,5	6,0	5,2
1,66	0,11	5,5	6,0	5,2
1,68	0,11	5,5	6,0	5,2
1,70	0,11	5,5	6,0	5,2
1,73	0,12	5,5	6,0	5,2
1,75	0,12	5,5	6,0	5,2
1,78	0,13	5,5	6,0	5,2
1,80	0,14	5,5	6,0	5,2
1,83	0,14	5,5	6,0	5,2
1,85	0,14	5,5	6,0	5,2
1,88	0,14	5,5	6,0	5,2
1,90	0,16	5,5	6,0	5,2
1,92	0,16	5,5	6,0	5,2
1,95	0,17	5,5	6,0	5,2
1,97	0,18	5,5	6,0	5,2
2,00	0,18	5,5	6,0	5,2
2,02	0,19	5,5	6,0	5,2
2,05	0,21	5,5	6,0	5,2
2,07	0,21	5,5	6,0	5,2
2,10	0,21	5,5	6,0	5,2
2,12	0,21	5,5	6,0	5,2
2,14	0,23	5,5	6,0	5,2
2,17	0,23	5,5	6,0	5,2
2,19	0,24	5,5	6,0	5,2
2,22	0,26	5,5	6,0	5,2
2,24	0,26	5,5	6,0	5,2
2,27	0,26	5,5	6,0	5,2
2,29	0,27	5,5	6,0	5,2
2,31	0,28	5,5	6,0	5,2
2,34	0,29	5,5	6,0	5,2
2,36	0,30	5,5	6,0	5,2
2,39	0,32	5,5	6,0	5,2
2,41	0,32	5,5	6,0	5,2
2,44	0,32	5,5	6,0	5,2
2,46	0,34	5,5	6,0	5,2
2,49	0,35	5,5	6,0	5,2
2,51	0,36	5,5	6,0	5,2
2,53	0,36	5,5	6,0	5,2
2,56	0,36	5,5	6,0	5,2
2,58	0,37	5,5	6,0	5,2
2,61	0,38	5,5	6,0	5,2
2,63	0,39	5,5	6,0	5,2
2,66	0,40	5,5	6,0	5,2
2,68	0,40	5,5	6,0	5,2
2,71	0,41	5,5	6,0	5,2
2,73	0,42	5,5	6,0	5,2
2,75	0,42	5,5	6,0	5,2
2,78	0,44	5,5	6,0	5,2
2,80	0,44	5,5	6,0	5,2
2,83	0,46	5,5	6,0	5,2
2,85	0,46	5,5	6,0	5,2
2,88	0,46	5,5	6,0	5,2
2,90	0,48	5,5	6,0	5,2
2,93	0,48	5,5	6,0	5,2
2,95	0,48	5,5	6,0	5,2
2,97	0,49	5,5	6,0	5,2
3,00	0,49	5,5	6,0	5,2
3,02	0,49	5,5	6,0	5,2
3,05	0,50	5,5	6,0	5,2
3,07	0,51	5,5	6,0	5,2
3,10	0,52	5,5	6,0	5,2
3,12	0,52	5,5	6,0	5,2
3,15	0,53	5,5	6,0	5,2
3,17	0,53	5,5	6,0	5,2
3,19	0,54	5,5	6,0	5,2
3,22	0,55	5,5	6,0	5,2
3,24	0,56	5,5	6,0	5,2
3,27	0,56	5,5	6,0	5,2
3,29	0,56	5,5	6,0	5,2
3,32	0,57	5,5	6,0	5,2
3,34	0,58	5,5	6,0	5,2
3,36	0,58	5,5	6,0	5,2
3,39	0,58	5,5	6,0	5,2
3,41	0,59	5,5	6,0	5,2
3,44	0,58	5,5	6,0	5,2
3,46	0,59	5,5	6,0	5,2
3,49	0,60	5,5	6,0	5,2
3,51	0,61	5,5	6,0	5,2
3,54	0,61	5,5	6,0	5,2
3,56	0,61	5,5	6,0	5,2
3,58	0,61	5,5	6,0	5,2
3,61	0,63	5,5	6,0	5,2
3,63	0,63	5,5	6,0	5,2
3,66	0,64	5,5	6,0	5,2
3,68	0,64	5,5	6,0	5,2
3,71	0,64	5,5	6,0	5,2
3,73	0,64	5,5	6,0	5,2
3,76	0,65	5,5	6,0	5,2
3,78	0,67	5,5	6,0	5,2
3,80	0,66	5,5	6,0	5,2
3,83	0,66	5,5	6,0	5,2
3,85	0,66	5,5	6,0	5,2
3,88	0,67	5,5	6,0	5,2
3,90	0,67	5,5	6,0	5,2
3,93	0,69	5,5	6,0	5,2
3,95	0,70	5,5	6,0	5,2
3,98	0,70	5,5	6,0	5,2
4,00	0,70	5,5	6,0	5,2
4,02	0,71	5,5	6,0	5,2
4,05	0,72	5,5	6,0	5,2
4,07	0,73	5,5	6,0	5,2
4,10	0,73	5,5	6,0	5,2
4,12	0,73	5,5	6,0	5,2
4,15	0,73	5,5	6,0	5,2
4,17	0,73	5,5	6,0	5,2
4,20	0,74	5,5	6,0	5,2
4,22	0,75	5,5	6,0	5,2
4,24	0,75	5,5	6,0	5,2
4,27	0,75	5,5	6,0	5,2
4,29	0,75	5,5	6,0	5,2
4,32	0,76	5,5	6,0	5,2
4,34	0,77	5,5	6,0	5,2
4,37	0,78	5,5	6,0	5,2
4,39	0,79	5,5	6,0	5,2
4,42	0,79	5,5	6,0	5,2
4,44	0,79	5,5	6,0	5,2
4,46	0,79	5,5	6,0	5,2
4,49	0,80	5,5	6,0	5,2
4,51	0,80	5,5	6,0	5,2
4,54	0,79	5,5	6,0	5,2
4,56	0,80	5,5	6,0	5,2
4,59	0,80	5,5	6,0	5,2
4,61	0,80	5,5	6,0	5,2
4,63	0,81	5,5	6,0	5,2
4,66	0,81	5,5	6,0	5,2
4,68	0,81	5,5	6,0	5,2
4,71	0,82	5,5	6,0	5,2
4,73	0,82	5,5	6,0	5,2
4,76	0,83	5,5	6,0	5,2
4,78	0,84	5,5	6,0	5,2
4,81	0,85	5,5	6,0	5,2
4,83	0,85	5,5	6,0	5,2
4,85	0,85	5,5	6,0	5,2
4,88	0,86	5,5	6,0	5,2
4,90	0,86	5,5	6,0	5,2
4,93	0,87	5,5	6,0	5,2
4,95	0,87	5,5	6,0	5,2
4,98	0,87	5,5	6,0	5,2
5,00	0,87	5,5	6,0	5,2
5,03	0,87	5,5	6,0	5,2
5,05	0,88	5,5	6,0	5,2
5,07	0,90	5,5	6,0	5,2
5,10	0,90	5,5	6,0	5,2
5,12	0,90	5,5	6,0	5,2
5,15	0,90	5,5	6,0	5,2
5,17	0,91	5,5	6,0	5,2
5,20	0,92	5,5	6,0	5,2
5,22	0,93	5,5	6,0	5,2
5,25	0,94	5,5	6,0	5,2
5,27	0,93	5,5	6,0	5,2
5,29	0,93	5,5	6,0	5,2
5,32	0,94	5,5	6,0	5,2
5,34	0,96	5,5	6,0	5,2
5,37	0,94	5,5	6,0	5,2
5,39	0,95	5,5	6,0	5,2
5,42	0,94	5,5	6,0	5,2
5,44	0,95	5,5	6,0	5,2
5,47	0,95	5,5	6,0	5,2
5,49	0,96	5,5	6,0	5,2
5,51	0,97	5,5	6,0	5,2
5,54	0,96	5,5	6,0	5,2
5,56	0,97	5,5	6,0	5,2
5,59	0,98	5,5	6,0	5,2
5,61	0,98	5,5	6,0	5,2
5,64	0,99	5,5	6,0	5,2
5,66	0,99	5,5	6,0	5,2
5,68	1,00	5,5	6,0	5,2
5,71	0,99	5,5	6,0	5,2
5,73	1,00	5,5	6,0	5,2
5,76	1,01	5,5	6,0	5,2
5,78	1,01	5,5	6,0	5,2
5,81	1,01	5,5	6,0	5,2
5,83	1,01	5,5	6,0	5,2
5,86	1,00	5,5	6,0	5,2
5,88	1,01	5,5	6,0	5,2
5,90	1,01	5,5	6,0	5,2
5,93	1,02	5,5	6,0	5,2
5,95	1,03	5,5	6,0	5,2
5,98	1,03	5,5	6,0	5,2
6,00	1,03	5,5	6,0	5,2
6,03	1,04	5,5	6,0	5,2
6,05	1,04	5,5	6,0	5,2
6,08	1,05	5,5	6,0	5,2
6,10	1,05	5,5	6,0	5,2
6,12	1,06	5,5	6,0	5,2
6,15	1,06	5,5	6,0	5,2
6,17	1,06	5,5	6,0	5,2
6,20	1,07	5,5	6,0	5,2
6,22	1,07	5,5	6,0	5,2
6,25	1,06	5,5	6,0	5,2
6,27	1,07	5,5	6,0	5,2
6,30	1,07	5,5	6,0	5,2
6,32	1,07	5,5	6,0	5,2
6,34	1,07	5,5	6,0	5,2
6,37	1,09	5,5	6,0	5,2
6,39	1,09	5,5	6,0	5,2
6,42	1,08	5,5	6,0	5,2
6,44	1,09	5,5	6,0	5,2
